id,match_id,match_period,team_id,event_id,event_name,sub_event_id,sub_event_name,player_id,event_sec,start_x,start_y,end_x,end_y,tag_id_1,tag_id_2,tag_id_3,tag_id_4,tag_id_5
177959839,2499719,1H,1609,1,Duel,12,Ground defending duel,3560,1911.123,8,39,12,46,601,703,1801,NA,NA
177959840,2499719,1H,1609,8,Pass,83,High pass,3560,1913.533,12,46,36,15,1802,NA,NA,NA,NA
177959822,2499719,1H,1631,8,Pass,82,Head pass,8488,1914.832,64,85,70,69,1801,NA,NA,NA,NA
177959824,2499719,1H,1631,8,Pass,82,Head pass,192748,1916.4,70,69,60,95,1801,NA,NA,NA,NA
177959825,2499719,1H,1631,8,Pass,85,Simple pass,8488,1919.576,60,95,68,96,1801,NA,NA,NA,NA
177959827,2499719,1H,1631,1,Duel,11,Ground attacking duel,26150,1920.111,68,96,71,86,602,703,1801,NA,NA
177959842,2499719,1H,1609,1,Duel,12,Ground defending duel,7868,1920.631,32,4,29,14,601,701,1802,NA,NA
177959829,2499719,1H,1631,1,Duel,11,Ground attacking duel,26150,1923.04,71,86,74,89,701,1802,NA,NA,NA
177959843,2499719,1H,1609,1,Duel,12,Ground defending duel,120339,1923.132,29,14,26,11,703,1801,NA,NA,NA
177959845,2499719,1H,1609,8,Pass,85,Simple pass,120339,1926.217,26,11,27,16,1801,NA,NA,NA,NA
177959847,2499719,1H,1609,8,Pass,85,Simple pass,14869,1926.671,27,16,22,0,1802,NA,NA,NA,NA
177959832,2499719,1H,1631,5,Interruption,50,Ball out of the field,0,1928.913,78,100,100,100,NA,NA,NA,NA,NA
177959833,2499719,1H,1631,3,Free Kick,36,Throw in,149019,1946.829,66,100,82,89,1801,NA,NA,NA,NA
177959834,2499719,1H,1631,7,Others on the ball,72,Touch,14763,1948.424,82,89,82,79,NA,NA,NA,NA,NA
177959850,2499719,1H,1609,8,Pass,82,Head pass,14869,1949.319,18,21,16,18,1801,NA,NA,NA,NA
177959836,2499719,1H,1631,1,Duel,13,Ground loose ball duel,14763,1949.738,84,82,73,75,701,1802,NA,NA,NA
177961241,2499719,1H,1609,1,Duel,13,Ground loose ball duel,0,1949.738,16,18,27,25,703,1801,NA,NA,NA
177959852,2499719,1H,1609,8,Pass,85,Simple pass,49876,1951.71,27,25,32,34,1802,NA,NA,NA,NA
177959838,2499719,1H,1631,8,Pass,85,Simple pass,14853,1952.594,68,66,67,60,1802,NA,NA,NA,NA
177959854,2499719,1H,1609,8,Pass,85,Simple pass,3319,1954.078,33,40,28,26,1401,1801,NA,NA,NA
177959856,2499719,1H,1609,8,Pass,85,Simple pass,49876,1955.024,28,26,30,65,1801,NA,NA,NA,NA
177959857,2499719,1H,1609,7,Others on the ball,72,Touch,370224,1957.356,30,65,49,74,NA,NA,NA,NA,NA
177959858,2499719,1H,1609,8,Pass,85,Simple pass,370224,1959.313,49,74,33,97,2001,1802,NA,NA,NA
177959844,2499719,1H,1631,7,Others on the ball,70,Acceleration,14853,1963.224,67,3,93,14,1901,1401,1801,NA,NA
177959846,2499719,1H,1631,8,Pass,80,Cross,14853,1966.352,93,14,89,59,302,1901,401,801,1801
177959863,2499719,1H,1609,1,Duel,10,Air duel,7868,1967.721,11,41,8,42,701,1802,NA,NA,NA
177959851,2499719,1H,1631,1,Duel,10,Air duel,14763,1967.766,89,59,92,58,1901,703,1801,NA,NA
177959853,2499719,1H,1631,10,Shot,100,Shot,14763,1969.136,92,58,100,100,1901,403,201,1210,1802
177959855,2499719,1H,1631,5,Interruption,50,Ball out of the field,0,1970.939,100,64,100,100,NA,NA,NA,NA,NA
177959864,2499719,1H,1609,3,Free Kick,34,Goal kick,7882,1986.742,0,0,45,53,NA,NA,NA,NA,NA
177959860,2499719,1H,1631,8,Pass,85,Simple pass,8653,1988.592,55,47,75,34,1801,NA,NA,NA,NA
177959861,2499719,1H,1631,7,Others on the ball,72,Touch,12829,1989.763,75,34,80,30,1302,NA,NA,NA,NA
177959866,2499719,1H,1609,8,Pass,85,Simple pass,370224,1991.955,20,70,4,51,1801,NA,NA,NA,NA
177959868,2499719,1H,1609,8,Pass,85,Simple pass,7882,1993.77,4,51,20,87,1801,NA,NA,NA,NA
177959869,2499719,1H,1609,8,Pass,83,High pass,370224,1999.082,20,87,46,16,1801,NA,NA,NA,NA
177959870,2499719,1H,1609,8,Pass,85,Simple pass,7945,2003.631,46,16,29,10,1801,NA,NA,NA,NA
177959871,2499719,1H,1609,7,Others on the ball,72,Touch,7868,2004.987,29,10,40,34,NA,NA,NA,NA,NA
177959873,2499719,1H,1609,8,Pass,85,Simple pass,7868,2010.376,40,34,69,44,1801,NA,NA,NA,NA
177959865,2499719,1H,1631,1,Duel,12,Ground defending duel,8653,2011.827,31,56,34,51,703,1801,NA,NA,NA
177959876,2499719,1H,1609,1,Duel,11,Ground attacking duel,120339,2011.95,69,44,66,49,701,1802,NA,NA,NA
177959867,2499719,1H,1631,8,Pass,84,Launch,8653,2013.48,34,51,46,67,1801,NA,NA,NA,NA
177959872,2499719,1H,1631,7,Others on the ball,72,Touch,192748,2014.423,46,67,44,69,1302,NA,NA,NA,NA
177959874,2499719,1H,1631,1,Duel,13,Ground loose ball duel,192748,2015.543,44,69,45,69,701,1802,NA,NA,NA
177959877,2499719,1H,1609,1,Duel,13,Ground loose ball duel,7868,2016.16,56,31,55,31,703,1801,NA,NA,NA
177959875,2499719,1H,1631,2,Foul,20,Foul,192748,2017.143,45,69,44,69,NA,NA,NA,NA,NA
177959879,2499719,1H,1609,3,Free Kick,31,Free Kick,49876,2019.094,52,49,66,29,1801,NA,NA,NA,NA
177959880,2499719,1H,1609,8,Pass,85,Simple pass,3319,2021.499,66,29,89,15,1802,NA,NA,NA,NA
177959883,2499719,1H,1609,6,Offside,,,7945,2023.672,89,15,0,0,NA,NA,NA,NA,NA
177959878,2499719,1H,1631,3,Free Kick,31,Free Kick,8480,2051.126,25,63,66,6,1801,NA,NA,NA,NA
177959882,2499719,1H,1631,8,Pass,85,Simple pass,14853,2057.788,66,6,58,16,1801,NA,NA,NA,NA
177959884,2499719,1H,1631,8,Pass,85,Simple pass,265366,2059.034,58,16,68,33,1802,NA,NA,NA,NA
177959887,2499719,1H,1609,7,Others on the ball,72,Touch,120339,2060.041,32,67,46,100,1401,NA,NA,NA,NA
177959885,2499719,1H,1631,5,Interruption,50,Ball out of the field,0,2062.819,54,0,100,100,NA,NA,NA,NA,NA
177959886,2499719,1H,1631,3,Free Kick,36,Throw in,14853,2076.063,50,0,65,18,1801,NA,NA,NA,NA
177959888,2499719,1H,1631,8,Pass,85,Simple pass,8013,2078.914,65,18,64,4,1801,NA,NA,NA,NA
177959889,2499719,1H,1631,8,Pass,85,Simple pass,14853,2082.255,64,4,59,12,1801,NA,NA,NA,NA
177959890,2499719,1H,1631,8,Pass,83,High pass,8013,2084.871,59,12,54,60,1801,NA,NA,NA,NA
177959891,2499719,1H,1631,8,Pass,85,Simple pass,149019,2090.034,54,60,55,80,1801,NA,NA,NA,NA
177959892,2499719,1H,1631,8,Pass,85,Simple pass,26150,2091.919,55,80,51,77,1801,NA,NA,NA,NA
177959896,2499719,1H,1631,8,Pass,85,Simple pass,192748,2097.47,51,77,51,28,1801,NA,NA,NA,NA
177959899,2499719,1H,1631,8,Pass,85,Simple pass,8653,2101.668,51,28,71,6,1801,NA,NA,NA,NA
177959901,2499719,1H,1631,8,Pass,85,Simple pass,14853,2105.127,71,6,67,24,1801,NA,NA,NA,NA
177959902,2499719,1H,1631,8,Pass,85,Simple pass,265366,2106.475,67,24,93,3,1801,NA,NA,NA,NA
177959903,2499719,1H,1631,1,Duel,13,Ground loose ball duel,8013,2107.429,93,3,67,21,702,1801,NA,NA,NA
177961243,2499719,1H,1609,1,Duel,13,Ground loose ball duel,0,2107.429,7,97,33,79,702,1801,NA,NA,NA
177959894,2499719,1H,1609,1,Duel,13,Ground loose ball duel,167145,2107.494,33,79,39,75,703,1801,NA,NA,NA
177961244,2499719,1H,1631,1,Duel,13,Ground loose ball duel,0,2107.494,67,21,61,25,701,1802,NA,NA,NA
177959895,2499719,1H,1609,8,Pass,85,Simple pass,167145,2109.129,39,75,49,69,1801,NA,NA,NA,NA
177959898,2499719,1H,1609,8,Pass,85,Simple pass,25413,2110.135,49,69,62,88,1801,NA,NA,NA,NA
177959900,2499719,1H,1609,1,Duel,11,Ground attacking duel,167145,2111.952,62,88,57,94,503,701,1802,NA,NA
177959908,2499719,1H,1631,1,Duel,12,Ground defending duel,8653,2111.981,38,12,43,6,504,1601,703,1801,NA
177959909,2499719,1H,1631,1,Duel,11,Ground attacking duel,8653,2114.172,43,6,47,3,703,1801,NA,NA,NA
177961245,2499719,1H,1609,1,Duel,12,Ground defending duel,0,2114.172,57,94,53,97,701,1802,NA,NA,NA
177959910,2499719,1H,1631,8,Pass,85,Simple pass,8653,2115.709,47,3,87,9,1801,NA,NA,NA,NA
177959911,2499719,1H,1631,1,Duel,13,Ground loose ball duel,12829,2120.266,87,9,97,0,702,1801,NA,NA,NA
177959907,2499719,1H,1609,1,Duel,13,Ground loose ball duel,370224,2120.723,13,91,3,100,702,1801,NA,NA,NA
177959912,2499719,1H,1631,5,Interruption,50,Ball out of the field,0,2122.633,91,0,100,100,NA,NA,NA,NA,NA
177959913,2499719,1H,1631,3,Free Kick,36,Throw in,14853,2158.871,97,0,91,47,1801,NA,NA,NA,NA
177959917,2499719,1H,1631,1,Duel,10,Air duel,8653,2160.865,91,47,92,47,701,1802,NA,NA,NA
177961246,2499719,1H,1609,1,Duel,10,Air duel,0,2160.865,9,53,8,53,703,1801,NA,NA,NA
177959914,2499719,1H,1609,7,Others on the ball,71,Clearance,120339,2161.113,8,53,14,65,1401,1801,NA,NA,NA
177959915,2499719,1H,1609,8,Pass,82,Head pass,3319,2162.642,14,65,26,63,1801,NA,NA,NA,NA
177959918,2499719,1H,1631,1,Duel,12,Ground defending duel,192748,2163.543,74,37,74,38,701,1802,NA,NA,NA
177959916,2499719,1H,1609,1,Duel,11,Ground attacking duel,25413,2163.983,26,63,26,62,1901,703,1801,NA,NA
177959921,2499719,1H,1631,2,Foul,20,Foul,192748,2164.306,74,38,74,37,NA,NA,NA,NA,NA
177959919,2499719,1H,1609,3,Free Kick,31,Free Kick,0,2182.033,26,58,34,75,1801,NA,NA,NA,NA
177959920,2499719,1H,1609,8,Pass,85,Simple pass,370224,2183.045,34,75,47,66,1802,NA,NA,NA,NA
177959925,2499719,1H,1631,8,Pass,85,Simple pass,192748,2183.551,53,34,64,38,1401,1801,NA,NA,NA
177959922,2499719,1H,1609,1,Duel,12,Ground defending duel,120339,2183.654,36,62,47,57,702,1801,NA,NA,NA
177961247,2499719,1H,1631,1,Duel,11,Ground attacking duel,0,2183.654,64,38,53,43,702,1801,NA,NA,NA
177959929,2499719,1H,1631,8,Pass,85,Simple pass,14763,2185.052,53,43,48,33,1801,NA,NA,NA,NA
177959930,2499719,1H,1631,8,Pass,85,Simple pass,265366,2185.672,48,33,55,26,1801,NA,NA,NA,NA
177959931,2499719,1H,1631,8,Pass,85,Simple pass,192748,2187.867,55,26,83,5,1801,NA,NA,NA,NA
177959935,2499719,1H,1631,1,Duel,11,Ground attacking duel,8013,2190.58,83,5,82,11,501,703,1801,NA,NA
177961248,2499719,1H,1609,1,Duel,12,Ground defending duel,0,2190.58,17,95,18,89,502,701,1802,NA,NA
177959940,2499719,1H,1631,8,Pass,80,Cross,8013,2191.816,82,11,100,73,402,801,1802,NA,NA
177959944,2499719,1H,1631,5,Interruption,50,Ball out of the field,0,2196.208,100,73,100,100,NA,NA,NA,NA,NA
177959924,2499719,1H,1609,3,Free Kick,34,Goal kick,7882,2203.974,0,0,26,83,NA,NA,NA,NA,NA
177959926,2499719,1H,1609,8,Pass,85,Simple pass,370224,2206.41,26,83,27,44,1801,NA,NA,NA,NA
177959927,2499719,1H,1609,8,Pass,85,Simple pass,3560,2210.029,27,44,34,41,1801,NA,NA,NA,NA
177959928,2499719,1H,1609,8,Pass,83,High pass,49876,2214.104,34,41,79,23,1802,NA,NA,NA,NA
177959947,2499719,1H,1631,8,Pass,85,Simple pass,8488,2217.746,21,77,26,96,1801,NA,NA,NA,NA
177959949,2499719,1H,1631,8,Pass,85,Simple pass,149019,2220.345,26,96,34,95,1802,NA,NA,NA,NA
177959933,2499719,1H,1609,8,Pass,85,Simple pass,7868,2223.06,66,5,64,33,1801,NA,NA,NA,NA
177959934,2499719,1H,1609,8,Pass,85,Simple pass,49876,2224.697,64,33,65,22,1801,NA,NA,NA,NA
177959937,2499719,1H,1609,1,Duel,11,Ground attacking duel,120339,2226.612,65,22,52,10,702,1801,NA,NA,NA
177959951,2499719,1H,1631,1,Duel,12,Ground defending duel,265366,2226.614,35,78,48,90,702,1801,NA,NA,NA
177959938,2499719,1H,1609,8,Pass,85,Simple pass,14869,2229.103,52,10,71,8,1801,NA,NA,NA,NA
177959939,2499719,1H,1609,8,Pass,85,Simple pass,7868,2229.528,71,8,59,26,1801,NA,NA,NA,NA
177959941,2499719,1H,1609,8,Pass,85,Simple pass,120339,2231.837,59,26,71,32,1801,NA,NA,NA,NA
177959952,2499719,1H,1631,1,Duel,12,Ground defending duel,8488,2233.323,29,68,31,66,601,701,1802,NA,NA
177959943,2499719,1H,1609,1,Duel,11,Ground attacking duel,3319,2233.436,71,32,69,34,602,703,1801,NA,NA
177959954,2499719,1H,1631,2,Foul,20,Foul,8488,2234.923,31,66,29,68,NA,NA,NA,NA,NA
177959946,2499719,1H,1609,3,Free Kick,31,Free Kick,3319,2254.262,71,29,72,40,1801,NA,NA,NA,NA
177959948,2499719,1H,1609,10,Shot,100,Shot,49876,2255.232,72,40,0,0,401,2101,1802,NA,NA
177959958,2499719,1H,1631,7,Others on the ball,71,Clearance,8488,2255.651,16,53,42,63,1401,1802,NA,NA,NA
177959950,2499719,1H,1609,8,Pass,85,Simple pass,7868,2258.606,58,37,74,100,1802,NA,NA,NA,NA
177959961,2499719,1H,1631,5,Interruption,50,Ball out of the field,0,2262.282,26,0,100,100,NA,NA,NA,NA,NA
177959962,2499719,1H,1631,3,Free Kick,36,Throw in,14853,2281.969,26,0,61,22,1801,NA,NA,NA,NA
177959964,2499719,1H,1631,1,Duel,10,Air duel,12829,2285.042,61,22,45,30,701,1802,NA,NA,NA
177959953,2499719,1H,1609,1,Duel,10,Air duel,3560,2285.377,39,78,55,70,703,1801,NA,NA,NA
177959966,2499719,1H,1631,8,Pass,85,Simple pass,192748,2286.996,45,30,50,44,1801,NA,NA,NA,NA
177959967,2499719,1H,1631,8,Pass,85,Simple pass,26150,2288.532,50,44,32,54,1801,NA,NA,NA,NA
177959968,2499719,1H,1631,8,Pass,85,Simple pass,149019,2291.611,32,54,17,59,1801,NA,NA,NA,NA
177959972,2499719,1H,1631,8,Pass,84,Launch,8480,2300.842,17,59,58,8,1801,NA,NA,NA,NA
177959973,2499719,1H,1631,1,Duel,10,Air duel,14853,2303.681,58,8,62,0,702,1801,NA,NA,NA
177959955,2499719,1H,1609,1,Duel,10,Air duel,167145,2304.157,42,92,38,100,702,1801,NA,NA,NA
177959974,2499719,1H,1631,5,Interruption,50,Ball out of the field,0,2306.116,60,0,100,100,NA,NA,NA,NA,NA
177959956,2499719,1H,1609,3,Free Kick,36,Throw in,0,2309.704,38,100,36,91,1801,NA,NA,NA,NA
177959957,2499719,1H,1609,8,Pass,85,Simple pass,167145,2311.636,36,91,20,85,1801,NA,NA,NA,NA
177959959,2499719,1H,1609,8,Pass,85,Simple pass,370224,2313.673,20,85,10,46,1801,NA,NA,NA,NA
177959960,2499719,1H,1609,8,Pass,85,Simple pass,7882,2317.324,10,46,31,18,1801,NA,NA,NA,NA
177959963,2499719,1H,1609,7,Others on the ball,72,Touch,14869,2321.064,31,18,51,16,NA,NA,NA,NA,NA
177959965,2499719,1H,1609,8,Pass,85,Simple pass,14869,2323.94,51,16,60,36,1801,NA,NA,NA,NA
177959969,2499719,1H,1609,1,Duel,11,Ground attacking duel,3319,2324.392,60,36,65,54,501,703,1801,NA,NA
177959976,2499719,1H,1631,1,Duel,12,Ground defending duel,192748,2324.465,40,64,35,46,502,701,1802,NA,NA
177959970,2499719,1H,1609,8,Pass,85,Simple pass,120339,2326.364,65,54,69,46,1801,NA,NA,NA,NA
177959978,2499719,1H,1631,1,Duel,12,Ground defending duel,8653,2326.803,31,54,35,42,703,1801,NA,NA,NA
177959971,2499719,1H,1609,1,Duel,11,Ground attacking duel,25413,2327.256,69,46,65,58,701,1802,NA,NA,NA
177959980,2499719,1H,1631,8,Pass,85,Simple pass,8013,2328.279,35,42,13,47,1801,NA,NA,NA,NA
177959981,2499719,1H,1631,8,Pass,84,Launch,8480,2333.496,13,47,83,89,1802,NA,NA,NA,NA
177959975,2499719,1H,1609,7,Others on the ball,71,Clearance,7882,2339.745,17,11,49,8,1401,1802,NA,NA,NA
177959988,2499719,1H,1631,8,Pass,82,Head pass,149019,2342.865,51,92,74,60,1802,NA,NA,NA,NA
177959977,2499719,1H,1609,7,Others on the ball,72,Touch,3560,2345.454,26,40,19,40,1302,NA,NA,NA,NA
177959979,2499719,1H,1609,7,Others on the ball,71,Clearance,370224,2347.096,19,40,19,0,1802,NA,NA,NA,NA
177959992,2499719,1H,1631,5,Interruption,50,Ball out of the field,0,2349.777,81,100,100,100,NA,NA,NA,NA,NA
177959994,2499719,1H,1631,3,Free Kick,36,Throw in,149019,2361.469,74,100,66,96,1801,NA,NA,NA,NA
177959995,2499719,1H,1631,8,Pass,85,Simple pass,265366,2363.277,66,96,74,95,1801,NA,NA,NA,NA
177959982,2499719,1H,1609,1,Duel,12,Ground defending duel,7945,2364.954,26,5,19,10,502,701,1802,NA,NA
177959997,2499719,1H,1631,1,Duel,11,Ground attacking duel,149019,2365.019,74,95,81,90,501,703,1801,NA,NA
177959999,2499719,1H,1631,1,Duel,11,Ground attacking duel,149019,2366.483,81,90,76,99,503,701,1802,NA,NA
177959984,2499719,1H,1609,1,Duel,12,Ground defending duel,7868,2366.91,19,10,24,1,1901,504,703,1801,NA
177959985,2499719,1H,1609,8,Pass,85,Simple pass,7868,2370.325,24,1,27,25,1901,1801,NA,NA,NA
177959986,2499719,1H,1609,8,Pass,85,Simple pass,49876,2373.177,27,25,33,79,1901,1801,NA,NA,NA
177959987,2499719,1H,1609,7,Others on the ball,70,Acceleration,167145,2376.266,33,79,83,87,1901,1801,NA,NA,NA
177959989,2499719,1H,1609,8,Pass,85,Simple pass,167145,2383.623,83,87,68,59,1901,1801,NA,NA,NA
177959991,2499719,1H,1609,8,Pass,85,Simple pass,120339,2386.052,68,59,66,26,1801,NA,NA,NA,NA
177959993,2499719,1H,1609,8,Pass,85,Simple pass,49876,2388.916,66,26,87,20,1801,NA,NA,NA,NA
177959996,2499719,1H,1609,8,Pass,85,Simple pass,7945,2398.237,87,20,87,15,1801,NA,NA,NA,NA
177959998,2499719,1H,1609,8,Pass,85,Simple pass,7868,2400.374,87,15,88,27,1802,NA,NA,NA,NA
177960009,2499719,1H,1631,7,Others on the ball,72,Touch,26150,2401.464,12,73,31,75,1401,NA,NA,NA,NA
177960000,2499719,1H,1609,8,Pass,85,Simple pass,25413,2403.749,69,25,66,59,1801,NA,NA,NA,NA
177960001,2499719,1H,1609,8,Pass,85,Simple pass,120339,2407.07,66,59,75,91,1801,NA,NA,NA,NA
177960002,2499719,1H,1609,8,Pass,85,Simple pass,167145,2409.313,75,91,72,70,1801,NA,NA,NA,NA
177960003,2499719,1H,1609,8,Pass,85,Simple pass,120339,2409.504,72,70,73,79,1801,NA,NA,NA,NA
177960004,2499719,1H,1609,8,Pass,85,Simple pass,167145,2412.118,73,79,67,71,1801,NA,NA,NA,NA
177960006,2499719,1H,1609,8,Pass,85,Simple pass,120339,2417.569,67,71,61,41,1801,NA,NA,NA,NA
177960007,2499719,1H,1609,8,Pass,85,Simple pass,3560,2420.75,61,41,88,13,1801,NA,NA,NA,NA
177960008,2499719,1H,1609,8,Pass,80,Cross,7868,2425.927,88,13,95,64,402,801,1802,NA,NA
177960014,2499719,1H,1631,7,Others on the ball,72,Touch,26150,2427.155,13,81,5,36,1401,NA,NA,NA,NA
177960017,2499719,1H,1631,7,Others on the ball,71,Clearance,8653,2428.299,5,36,0,30,1401,1802,NA,NA,NA
177960010,2499719,1H,1631,5,Interruption,50,Ball out of the field,0,2430.813,0,30,100,100,NA,NA,NA,NA,NA
177960011,2499719,1H,1609,3,Free Kick,30,Corner,49876,2453.721,100,100,91,90,1801,NA,NA,NA,NA
177960012,2499719,1H,1609,8,Pass,85,Simple pass,3319,2455.002,91,90,85,85,1801,NA,NA,NA,NA
177960013,2499719,1H,1609,8,Pass,85,Simple pass,49876,2455.413,85,85,73,69,1801,NA,NA,NA,NA
177960015,2499719,1H,1609,8,Pass,80,Cross,120339,2457.493,73,69,95,40,402,801,1801,NA,NA
177960019,2499719,1H,1631,1,Duel,10,Air duel,8488,2458.788,5,60,7,72,703,1801,NA,NA,NA
177960016,2499719,1H,1609,1,Duel,10,Air duel,3560,2460.001,95,40,93,28,701,1802,NA,NA,NA
177960018,2499719,1H,1609,8,Pass,80,Cross,14869,2461.82,93,28,0,0,402,2101,1802,NA,NA
177960020,2499719,1H,1631,7,Others on the ball,72,Touch,265366,2463.188,7,74,0,77,1401,NA,NA,NA,NA
177960021,2499719,1H,1631,5,Interruption,50,Ball out of the field,0,2466.593,0,77,100,100,NA,NA,NA,NA,NA
177960022,2499719,1H,1609,3,Free Kick,30,Corner,49876,2487.64,100,0,90,10,1801,NA,NA,NA,NA
177960025,2499719,1H,1609,8,Pass,85,Simple pass,3319,2489.265,90,10,78,17,1801,NA,NA,NA,NA
177960026,2499719,1H,1609,8,Pass,85,Simple pass,49876,2491.165,78,17,67,57,1801,NA,NA,NA,NA
177960028,2499719,1H,1609,8,Pass,85,Simple pass,167145,2494.882,67,57,87,77,1801,NA,NA,NA,NA
177960023,2499719,1H,1631,1,Duel,12,Ground defending duel,14853,2497.457,13,23,23,12,501,701,1802,NA,NA
177961249,2499719,1H,1609,1,Duel,11,Ground attacking duel,0,2497.457,87,77,77,88,502,703,1801,NA,NA
177960031,2499719,1H,1609,8,Pass,80,Cross,14869,2498.823,77,88,0,0,401,2101,1802,NA,NA
177960027,2499719,1H,1631,7,Others on the ball,72,Touch,14853,2500.082,13,26,34,52,1401,NA,NA,NA,NA
177960033,2499719,1H,1609,8,Pass,85,Simple pass,7868,2502.408,66,48,82,9,1801,NA,NA,NA,NA
177960035,2499719,1H,1609,8,Pass,85,Simple pass,3319,2504.828,82,9,68,15,1801,NA,NA,NA,NA
177960037,2499719,1H,1609,8,Pass,85,Simple pass,49876,2506.788,68,15,59,36,1801,NA,NA,NA,NA
177960039,2499719,1H,1609,8,Pass,85,Simple pass,120339,2509.885,59,36,62,59,1801,NA,NA,NA,NA
177960041,2499719,1H,1609,8,Pass,85,Simple pass,7868,2512.061,62,59,71,77,1801,NA,NA,NA,NA
177960043,2499719,1H,1609,8,Pass,85,Simple pass,14869,2517.244,71,77,61,68,1801,NA,NA,NA,NA
177960044,2499719,1H,1609,8,Pass,85,Simple pass,7868,2521.14,61,68,72,79,1801,NA,NA,NA,NA
177960046,2499719,1H,1609,8,Pass,85,Simple pass,167145,2526.256,72,79,65,67,1801,NA,NA,NA,NA
177960048,2499719,1H,1609,8,Pass,83,High pass,7868,2528.606,65,67,91,87,1801,NA,NA,NA,NA
177960030,2499719,1H,1631,1,Duel,12,Ground defending duel,14853,2530.941,9,13,100,100,702,1801,NA,NA,NA
177960051,2499719,1H,1609,1,Duel,11,Ground attacking duel,120339,2531.325,91,87,0,0,702,1801,NA,NA,NA
177960032,2499719,1H,1631,5,Interruption,50,Ball out of the field,0,2533.884,1,7,100,100,NA,NA,NA,NA,NA
177960034,2499719,1H,1631,3,Free Kick,34,Goal kick,8480,2567.032,100,100,58,10,NA,NA,NA,NA,NA
177960036,2499719,1H,1631,1,Duel,10,Air duel,14853,2569.914,58,10,84,10,703,1801,NA,NA,NA
177960052,2499719,1H,1609,1,Duel,10,Air duel,167145,2570.272,42,90,16,90,701,1802,NA,NA,NA
177960054,2499719,1H,1609,7,Others on the ball,71,Clearance,370224,2573.609,16,90,23,100,1802,NA,NA,NA,NA
177960040,2499719,1H,1631,5,Interruption,50,Ball out of the field,0,2575.894,77,0,100,100,NA,NA,NA,NA,NA
177960042,2499719,1H,1631,3,Free Kick,36,Throw in,14853,2590.641,77,0,80,10,1801,NA,NA,NA,NA
177960057,2499719,1H,1609,1,Duel,12,Ground defending duel,3319,2594.135,20,90,21,90,702,1801,NA,NA,NA
177960045,2499719,1H,1631,1,Duel,11,Ground attacking duel,8013,2594.166,80,10,79,10,702,1801,NA,NA,NA
177960047,2499719,1H,1631,8,Pass,80,Cross,8013,2596.09,79,10,93,64,402,801,1802,NA,NA
177960059,2499719,1H,1609,7,Others on the ball,71,Clearance,7868,2599.133,7,36,0,28,1401,1802,NA,NA,NA
177960050,2499719,1H,1631,5,Interruption,50,Ball out of the field,0,2601.053,100,72,100,100,NA,NA,NA,NA,NA
177960053,2499719,1H,1631,3,Free Kick,30,Corner,26150,2615.521,100,100,79,83,1801,NA,NA,NA,NA
177960055,2499719,1H,1631,8,Pass,80,Cross,8013,2618.267,79,83,96,35,402,801,1802,NA,NA
177960061,2499719,1H,1609,7,Others on the ball,71,Clearance,167145,2620.623,4,65,12,95,1401,1802,NA,NA,NA
177960058,2499719,1H,1631,1,Duel,11,Ground attacking duel,8653,2624.134,88,5,74,10,701,1802,NA,NA,NA
177960064,2499719,1H,1609,1,Duel,12,Ground defending duel,370224,2624.411,12,95,26,90,703,1801,NA,NA,NA
177960060,2499719,1H,1631,1,Duel,12,Ground defending duel,8653,2629.312,74,10,72,21,701,1802,NA,NA,NA
177961250,2499719,1H,1609,1,Duel,11,Ground attacking duel,0,2629.312,26,90,28,79,703,1801,NA,NA,NA
177960065,2499719,1H,1609,8,Pass,85,Simple pass,370224,2629.969,28,79,31,88,2001,1802,NA,NA,NA
177960062,2499719,1H,1631,8,Pass,85,Simple pass,12829,2632.591,69,12,88,22,1801,NA,NA,NA,NA
177960063,2499719,1H,1631,1,Duel,11,Ground attacking duel,8653,2636.111,88,22,86,27,502,701,1802,NA,NA
177960067,2499719,1H,1609,1,Duel,12,Ground defending duel,120339,2636.506,12,78,14,73,501,703,1801,NA,NA
177960068,2499719,1H,1609,7,Others on the ball,71,Clearance,120339,2638.49,14,73,22,87,1802,NA,NA,NA,NA
177960066,2499719,1H,1631,8,Pass,83,High pass,8488,2640.052,78,13,73,86,1801,NA,NA,NA,NA
177960069,2499719,1H,1631,8,Pass,80,Cross,8013,2645.755,73,86,100,100,402,2101,1802,NA,NA
177960070,2499719,1H,1609,7,Others on the ball,72,Touch,7868,2647.387,20,9,33,19,1401,NA,NA,NA,NA
177960073,2499719,1H,1631,1,Duel,11,Ground attacking duel,26150,2648.805,67,81,72,87,504,703,1801,NA,NA
177960071,2499719,1H,1609,1,Duel,12,Ground defending duel,3319,2649.293,33,19,28,13,503,701,1802,NA,NA
177960075,2499719,1H,1631,1,Duel,11,Ground attacking duel,26150,2649.859,72,87,85,86,503,602,703,1801,NA
177960072,2499719,1H,1609,1,Duel,12,Ground defending duel,7868,2650.231,28,13,15,14,504,601,701,1802,NA
177960074,2499719,1H,1609,1,Duel,12,Ground defending duel,3319,2652.491,15,14,11,16,504,701,1802,NA,NA
177960077,2499719,1H,1631,1,Duel,11,Ground attacking duel,26150,2653.5,85,86,89,84,503,703,1801,NA,NA
177960076,2499719,1H,1609,1,Duel,12,Ground defending duel,14869,2653.823,11,16,0,0,504,702,1801,NA,NA
